date,year,month,day,doy,alb,alb_rejected
2017-01-01,2017,1,1,1,nan,nan
2017-01-02,2017,1,2,2,nan,nan
2017-01-03,2017,1,3,3,nan,nan
2017-01-04,2017,1,4,4,nan,nan
2017-01-05,2017,1,5,5,nan,nan
2017-01-06,2017,1,6,6,nan,nan
2017-01-07,2017,1,7,7,nan,nan
2017-01-08,2017,1,8,8,nan,nan
2017-01-09,2017,1,9,9,nan,nan
2017-01-10,2017,1,10,10,nan,nan
2017-01-11,2017,1,11,11,nan,nan
2017-01-12,2017,1,12,12,nan,nan
2017-01-13,2017,1,13,13,nan,nan
2017-01-14,2017,1,14,14,nan,nan
2017-01-15,2017,1,15,15,nan,nan
2017-01-16,2017,1,16,16,nan,nan
2017-01-17,2017,1,17,17,nan,nan
2017-01-18,2017,1,18,18,nan,nan
2017-01-19,2017,1,19,19,nan,nan
2017-01-20,2017,1,20,20,nan,nan
2017-01-21,2017,1,21,21,nan,nan
2017-01-22,2017,1,22,22,nan,nan
2017-01-23,2017,1,23,23,nan,nan
2017-01-24,2017,1,24,24,nan,nan
2017-01-25,2017,1,25,25,nan,nan
2017-01-26,2017,1,26,26,nan,nan
2017-01-27,2017,1,27,27,nan,nan
2017-01-28,2017,1,28,28,nan,nan
2017-01-29,2017,1,29,29,nan,nan
2017-01-30,2017,1,30,30,nan,nan
2017-01-31,2017,1,31,31,nan,nan
2017-02-01,2017,2,1,32,nan,nan
2017-02-02,2017,2,2,33,nan,nan
2017-02-03,2017,2,3,34,nan,nan
2017-02-04,2017,2,4,35,nan,nan
2017-02-05,2017,2,5,36,nan,nan
2017-02-06,2017,2,6,37,nan,nan
2017-02-07,2017,2,7,38,nan,nan
2017-02-08,2017,2,8,39,nan,nan
2017-02-09,2017,2,9,40,nan,nan
2017-02-10,2017,2,10,41,nan,nan
2017-02-11,2017,2,11,42,nan,nan
2017-02-12,2017,2,12,43,nan,nan
2017-02-13,2017,2,13,44,nan,nan
2017-02-14,2017,2,14,45,nan,nan
2017-02-15,2017,2,15,46,nan,nan
2017-02-16,2017,2,16,47,nan,nan
2017-02-17,2017,2,17,48,nan,nan
2017-02-18,2017,2,18,49,nan,nan
2017-02-19,2017,2,19,50,nan,nan
2017-02-20,2017,2,20,51,nan,nan
2017-02-21,2017,2,21,52,nan,nan
2017-02-22,2017,2,22,53,nan,nan
2017-02-23,2017,2,23,54,nan,nan
2017-02-24,2017,2,24,55,nan,nan
2017-02-25,2017,2,25,56,nan,nan
2017-02-26,2017,2,26,57,nan,nan
2017-02-27,2017,2,27,58,nan,nan
2017-02-28,2017,2,28,59,nan,nan
2017-03-01,2017,3,1,60,nan,nan
2017-03-02,2017,3,2,61,nan,nan
2017-03-03,2017,3,3,62,nan,nan
2017-03-04,2017,3,4,63,nan,nan
2017-03-05,2017,3,5,64,nan,nan
2017-03-06,2017,3,6,65,nan,nan
2017-03-07,2017,3,7,66,nan,nan
2017-03-08,2017,3,8,67,nan,nan
2017-03-09,2017,3,9,68,nan,nan
2017-03-10,2017,3,10,69,nan,nan
2017-03-11,2017,3,11,70,nan,nan
2017-03-12,2017,3,12,71,nan,nan
2017-03-13,2017,3,13,72,nan,nan
2017-03-14,2017,3,14,73,nan,nan
2017-03-15,2017,3,15,74,nan,nan
2017-03-16,2017,3,16,75,nan,nan
2017-03-17,2017,3,17,76,nan,nan
2017-03-18,2017,3,18,77,nan,nan
2017-03-19,2017,3,19,78,nan,nan
2017-03-20,2017,3,20,79,nan,nan
2017-03-21,2017,3,21,80,nan,nan
2017-03-22,2017,3,22,81,nan,nan
2017-03-23,2017,3,23,82,nan,nan
2017-03-24,2017,3,24,83,nan,nan
2017-03-25,2017,3,25,84,nan,nan
2017-03-26,2017,3,26,85,nan,nan
2017-03-27,2017,3,27,86,nan,nan
2017-03-28,2017,3,28,87,nan,nan
2017-03-29,2017,3,29,88,nan,nan
2017-03-30,2017,3,30,89,nan,nan
2017-03-31,2017,3,31,90,nan,nan
2017-04-01,2017,4,1,91,nan,nan
2017-04-02,2017,4,2,92,nan,nan
2017-04-03,2017,4,3,93,nan,nan
2017-04-04,2017,4,4,94,nan,nan
2017-04-05,2017,4,5,95,nan,nan
2017-04-06,2017,4,6,96,nan,nan
2017-04-07,2017,4,7,97,nan,nan
2017-04-08,2017,4,8,98,nan,nan
2017-04-09,2017,4,9,99,nan,nan
2017-04-10,2017,4,10,100,nan,nan
2017-04-11,2017,4,11,101,nan,nan
2017-04-12,2017,4,12,102,nan,nan
2017-04-13,2017,4,13,103,nan,nan
2017-04-14,2017,4,14,104,nan,nan
2017-04-15,2017,4,15,105,nan,nan
2017-04-16,2017,4,16,106,nan,nan
2017-04-17,2017,4,17,107,nan,nan
2017-04-18,2017,4,18,108,nan,nan
2017-04-19,2017,4,19,109,nan,nan
2017-04-20,2017,4,20,110,nan,nan
2017-04-21,2017,4,21,111,nan,nan
2017-04-22,2017,4,22,112,nan,nan
2017-04-23,2017,4,23,113,nan,nan
2017-04-24,2017,4,24,114,nan,nan
2017-04-25,2017,4,25,115,nan,nan
2017-04-26,2017,4,26,116,nan,nan
2017-04-27,2017,4,27,117,nan,nan
2017-04-28,2017,4,28,118,nan,nan
2017-04-29,2017,4,29,119,nan,nan
2017-04-30,2017,4,30,120,nan,nan
2017-05-01,2017,5,1,121,nan,nan
2017-05-02,2017,5,2,122,nan,nan
2017-05-03,2017,5,3,123,nan,nan
2017-05-04,2017,5,4,124,nan,nan
2017-05-05,2017,5,5,125,nan,nan
2017-05-06,2017,5,6,126,nan,nan
2017-05-07,2017,5,7,127,nan,nan
2017-05-08,2017,5,8,128,nan,nan
2017-05-09,2017,5,9,129,nan,nan
2017-05-10,2017,5,10,130,nan,nan
2017-05-11,2017,5,11,131,nan,nan
2017-05-12,2017,5,12,132,nan,nan
2017-05-13,2017,5,13,133,nan,nan
2017-05-14,2017,5,14,134,nan,nan
2017-05-15,2017,5,15,135,nan,nan
2017-05-16,2017,5,16,136,nan,nan
2017-05-17,2017,5,17,137,nan,nan
2017-05-18,2017,5,18,138,nan,nan
2017-05-19,2017,5,19,139,nan,nan
2017-05-20,2017,5,20,140,nan,nan
2017-05-21,2017,5,21,141,nan,nan
2017-05-22,2017,5,22,142,0.890,nan
2017-05-23,2017,5,23,143,0.876,nan
2017-05-24,2017,5,24,144,0.906,nan
2017-05-25,2017,5,25,145,0.879,nan
2017-05-26,2017,5,26,146,0.906,nan
2017-05-27,2017,5,27,147,0.894,nan
2017-05-28,2017,5,28,148,0.868,nan
2017-05-29,2017,5,29,149,0.907,nan
2017-05-30,2017,5,30,150,0.940,nan
2017-05-31,2017,5,31,151,0.921,nan
2017-06-01,2017,6,1,152,0.910,nan
2017-06-02,2017,6,2,153,0.909,nan
2017-06-03,2017,6,3,154,0.905,nan
2017-06-04,2017,6,4,155,0.903,nan
2017-06-05,2017,6,5,156,0.939,nan
2017-06-06,2017,6,6,157,0.913,nan
2017-06-07,2017,6,7,158,0.933,nan
2017-06-08,2017,6,8,159,0.927,nan
2017-06-09,2017,6,9,160,0.934,nan
2017-06-10,2017,6,10,161,0.885,nan
2017-06-11,2017,6,11,162,0.901,nan
2017-06-12,2017,6,12,163,0.883,nan
2017-06-13,2017,6,13,164,0.881,nan
2017-06-14,2017,6,14,165,0.888,nan
2017-06-15,2017,6,15,166,0.880,nan
2017-06-16,2017,6,16,167,0.860,nan
2017-06-17,2017,6,17,168,0.882,nan
2017-06-18,2017,6,18,169,nan,0.945
2017-06-19,2017,6,19,170,0.875,nan
2017-06-20,2017,6,20,171,0.933,nan
