date,year,month,day,doy,alb,alb_rejected
1997-01-01,1997,1,1,1,nan,0.397
1997-01-02,1997,1,2,2,nan,0.456
1997-01-03,1997,1,3,3,0.515,nan
1997-01-04,1997,1,4,4,0.665,nan
1997-01-05,1997,1,5,5,0.811,nan
1997-01-06,1997,1,6,6,nan,nan
1997-01-07,1997,1,7,7,0.757,nan
1997-01-08,1997,1,8,8,nan,nan
1997-01-09,1997,1,9,9,0.862,nan
1997-01-10,1997,1,10,10,0.697,nan
1997-01-11,1997,1,11,11,0.751,nan
1997-01-12,1997,1,12,12,0.758,nan
1997-01-13,1997,1,13,13,nan,nan
1997-01-14,1997,1,14,14,nan,nan
1997-01-15,1997,1,15,15,nan,nan
1997-01-16,1997,1,16,16,nan,nan
1997-01-17,1997,1,17,17,nan,nan
1997-01-18,1997,1,18,18,nan,nan
1997-01-19,1997,1,19,19,0.820,nan
1997-01-20,1997,1,20,20,0.758,nan
1997-01-21,1997,1,21,21,0.821,nan
1997-01-22,1997,1,22,22,nan,nan
1997-01-23,1997,1,23,23,nan,nan
1997-01-24,1997,1,24,24,0.802,nan
1997-01-25,1997,1,25,25,nan,0.914
1997-01-26,1997,1,26,26,0.646,nan
1997-01-27,1997,1,27,27,0.810,nan
1997-01-28,1997,1,28,28,0.762,nan
1997-01-29,1997,1,29,29,0.630,nan
1997-01-30,1997,1,30,30,0.817,nan
1997-01-31,1997,1,31,31,0.753,nan
1997-02-01,1997,2,1,32,0.784,nan
1997-02-02,1997,2,2,33,0.782,nan
1997-02-03,1997,2,3,34,0.629,nan
1997-02-04,1997,2,4,35,0.590,nan
1997-02-05,1997,2,5,36,0.529,nan
1997-02-06,1997,2,6,37,0.574,nan
1997-02-07,1997,2,7,38,0.694,nan
1997-02-08,1997,2,8,39,0.732,nan
1997-02-09,1997,2,9,40,0.541,nan
1997-02-10,1997,2,10,41,0.733,nan
1997-02-11,1997,2,11,42,0.693,nan
1997-02-12,1997,2,12,43,0.591,nan
1997-02-13,1997,2,13,44,0.665,nan
1997-02-14,1997,2,14,45,0.594,nan
1997-02-15,1997,2,15,46,0.801,nan
1997-02-16,1997,2,16,47,0.754,nan
1997-02-17,1997,2,17,48,0.755,nan
