date,year,month,day,doy,alb,alb_rejected
2021-01-01,2021,1,1,1,nan,0.000
2021-01-02,2021,1,2,2,nan,0.000
2021-01-03,2021,1,3,3,nan,0.500
2021-01-04,2021,1,4,4,nan,nan
2021-01-05,2021,1,5,5,nan,nan
2021-01-06,2021,1,6,6,nan,0.000
2021-01-07,2021,1,7,7,nan,0.000
2021-01-08,2021,1,8,8,nan,0.000
2021-01-09,2021,1,9,9,nan,0.000
2021-01-10,2021,1,10,10,nan,nan
2021-01-11,2021,1,11,11,nan,nan
2021-01-12,2021,1,12,12,nan,nan
2021-01-13,2021,1,13,13,nan,nan
2021-01-14,2021,1,14,14,nan,nan
2021-01-15,2021,1,15,15,nan,nan
2021-01-16,2021,1,16,16,nan,0.667
2021-01-17,2021,1,17,17,nan,0.000
2021-01-18,2021,1,18,18,nan,nan
2021-01-19,2021,1,19,19,nan,nan
2021-01-20,2021,1,20,20,nan,0.278
2021-01-21,2021,1,21,21,nan,0.375
2021-01-22,2021,1,22,22,nan,nan
2021-01-23,2021,1,23,23,nan,nan
2021-01-24,2021,1,24,24,0.879,nan
2021-01-25,2021,1,25,25,nan,nan
2021-01-26,2021,1,26,26,0.786,nan
2021-01-27,2021,1,27,27,0.957,nan
2021-01-28,2021,1,28,28,0.822,nan
2021-01-29,2021,1,29,29,nan,0.562
2021-01-30,2021,1,30,30,0.841,nan
2021-01-31,2021,1,31,31,nan,0.778
2021-02-01,2021,2,1,32,nan,nan
2021-02-02,2021,2,2,33,nan,0.700
2021-02-03,2021,2,3,34,nan,0.733
2021-02-04,2021,2,4,35,0.923,nan
2021-02-05,2021,2,5,36,nan,nan
2021-02-06,2021,2,6,37,nan,nan
2021-02-07,2021,2,7,38,nan,nan
2021-02-08,2021,2,8,39,nan,nan
2021-02-09,2021,2,9,40,nan,nan
2021-02-10,2021,2,10,41,nan,nan
2021-02-11,2021,2,11,42,nan,nan
2021-02-12,2021,2,12,43,nan,0.738
2021-02-13,2021,2,13,44,0.794,nan
2021-02-14,2021,2,14,45,nan,nan
2021-02-15,2021,2,15,46,nan,nan
