date,year,month,day,doy,alb,alb_rejected
2020-01-01,2020,1,1,1,nan,0.000
2020-01-02,2020,1,2,2,nan,0.395
2020-01-03,2020,1,3,3,nan,0.200
2020-01-04,2020,1,4,4,nan,0.000
2020-01-05,2020,1,5,5,nan,0.355
2020-01-06,2020,1,6,6,nan,0.022
2020-01-07,2020,1,7,7,nan,0.500
2020-01-08,2020,1,8,8,nan,0.333
2020-01-09,2020,1,9,9,nan,0.000
2020-01-10,2020,1,10,10,nan,0.778
2020-01-11,2020,1,11,11,nan,0.375
2020-01-12,2020,1,12,12,nan,0.220
2020-01-13,2020,1,13,13,nan,nan
2020-01-14,2020,1,14,14,nan,nan
2020-01-15,2020,1,15,15,nan,nan
2020-01-16,2020,1,16,16,nan,nan
2020-01-17,2020,1,17,17,nan,0.135
2020-01-18,2020,1,18,18,nan,0.462
2020-01-19,2020,1,19,19,nan,0.192
2020-01-20,2020,1,20,20,nan,0.414
2020-01-21,2020,1,21,21,nan,0.636
2020-01-22,2020,1,22,22,nan,0.808
2020-01-23,2020,1,23,23,0.857,nan
2020-01-24,2020,1,24,24,nan,nan
2020-01-25,2020,1,25,25,nan,nan
2020-01-26,2020,1,26,26,nan,nan
2020-01-27,2020,1,27,27,0.889,nan
2020-01-28,2020,1,28,28,0.905,nan
2020-01-29,2020,1,29,29,nan,nan
2020-01-30,2020,1,30,30,0.882,nan
2020-01-31,2020,1,31,31,nan,nan
2020-02-01,2020,2,1,32,nan,nan
2020-02-02,2020,2,2,33,nan,nan
2020-02-03,2020,2,3,34,nan,nan
2020-02-04,2020,2,4,35,nan,nan
2020-02-05,2020,2,5,36,nan,nan
2020-02-06,2020,2,6,37,0.932,nan
2020-02-07,2020,2,7,38,nan,nan
2020-02-08,2020,2,8,39,nan,nan
2020-02-09,2020,2,9,40,nan,nan
2020-02-10,2020,2,10,41,nan,nan
2020-02-11,2020,2,11,42,nan,nan
2020-02-12,2020,2,12,43,nan,nan
2020-02-13,2020,2,13,44,nan,nan
2020-02-14,2020,2,14,45,nan,nan
2020-02-15,2020,2,15,46,nan,nan
2020-02-16,2020,2,16,47,nan,nan
2020-02-17,2020,2,17,48,nan,nan
2020-02-18,2020,2,18,49,nan,nan
2020-02-19,2020,2,19,50,nan,nan
2020-02-20,2020,2,20,51,nan,nan
2020-02-21,2020,2,21,52,nan,nan
2020-02-22,2020,2,22,53,nan,nan
2020-02-23,2020,2,23,54,nan,nan
2020-02-24,2020,2,24,55,nan,nan
2020-02-25,2020,2,25,56,nan,nan
2020-02-26,2020,2,26,57,nan,nan
2020-02-27,2020,2,27,58,nan,nan
2020-02-28,2020,2,28,59,nan,nan
2020-02-29,2020,2,29,60,nan,nan
2020-03-01,2020,3,1,61,nan,nan
2020-03-02,2020,3,2,62,nan,nan
2020-03-03,2020,3,3,63,nan,nan
2020-03-04,2020,3,4,64,nan,nan
2020-03-05,2020,3,5,65,nan,nan
2020-03-06,2020,3,6,66,nan,nan
2020-03-07,2020,3,7,67,nan,nan
2020-03-08,2020,3,8,68,nan,nan
2020-03-09,2020,3,9,69,nan,nan
2020-03-10,2020,3,10,70,nan,nan
2020-03-11,2020,3,11,71,nan,nan
