date,year,month,day,doy,alb,alb_rejected
2008-01-01,2008,1,1,1,nan,nan
2008-01-02,2008,1,2,2,nan,nan
2008-01-03,2008,1,3,3,nan,nan
2008-01-04,2008,1,4,4,nan,nan
2008-01-05,2008,1,5,5,nan,nan
2008-01-06,2008,1,6,6,nan,nan
2008-01-07,2008,1,7,7,nan,nan
2008-01-08,2008,1,8,8,nan,nan
2008-01-09,2008,1,9,9,nan,nan
2008-01-10,2008,1,10,10,nan,nan
2008-01-11,2008,1,11,11,nan,nan
2008-01-12,2008,1,12,12,nan,nan
2008-01-13,2008,1,13,13,nan,nan
2008-01-14,2008,1,14,14,nan,nan
2008-01-15,2008,1,15,15,nan,nan
2008-01-16,2008,1,16,16,nan,nan
2008-01-17,2008,1,17,17,nan,nan
2008-01-18,2008,1,18,18,nan,nan
2008-01-19,2008,1,19,19,nan,nan
2008-01-20,2008,1,20,20,nan,nan
2008-01-21,2008,1,21,21,nan,nan
2008-01-22,2008,1,22,22,nan,nan
2008-01-23,2008,1,23,23,nan,nan
2008-01-24,2008,1,24,24,nan,nan
2008-01-25,2008,1,25,25,nan,nan
2008-01-26,2008,1,26,26,nan,nan
2008-01-27,2008,1,27,27,nan,nan
2008-01-28,2008,1,28,28,nan,nan
2008-01-29,2008,1,29,29,nan,nan
2008-01-30,2008,1,30,30,nan,nan
2008-01-31,2008,1,31,31,nan,nan
2008-02-01,2008,2,1,32,nan,nan
2008-02-02,2008,2,2,33,nan,nan
2008-02-03,2008,2,3,34,nan,nan
2008-02-04,2008,2,4,35,nan,nan
2008-02-05,2008,2,5,36,nan,nan
2008-02-06,2008,2,6,37,nan,nan
2008-02-07,2008,2,7,38,nan,nan
2008-02-08,2008,2,8,39,nan,nan
2008-02-09,2008,2,9,40,nan,nan
2008-02-10,2008,2,10,41,nan,nan
2008-02-11,2008,2,11,42,nan,nan
2008-02-12,2008,2,12,43,nan,nan
2008-02-13,2008,2,13,44,nan,nan
2008-02-14,2008,2,14,45,nan,nan
2008-02-15,2008,2,15,46,nan,nan
2008-02-16,2008,2,16,47,nan,nan
2008-02-17,2008,2,17,48,nan,nan
2008-02-18,2008,2,18,49,nan,nan
2008-02-19,2008,2,19,50,nan,nan
2008-02-20,2008,2,20,51,nan,nan
2008-02-21,2008,2,21,52,nan,nan
2008-02-22,2008,2,22,53,nan,nan
2008-02-23,2008,2,23,54,nan,nan
2008-02-24,2008,2,24,55,nan,nan
2008-02-25,2008,2,25,56,nan,nan
2008-02-26,2008,2,26,57,nan,nan
2008-02-27,2008,2,27,58,nan,nan
2008-02-28,2008,2,28,59,nan,nan
2008-02-29,2008,2,29,60,nan,nan
2008-03-01,2008,3,1,61,nan,nan
2008-03-02,2008,3,2,62,nan,nan
2008-03-03,2008,3,3,63,nan,nan
2008-03-04,2008,3,4,64,nan,nan
2008-03-05,2008,3,5,65,nan,nan
2008-03-06,2008,3,6,66,nan,nan
2008-03-07,2008,3,7,67,nan,nan
2008-03-08,2008,3,8,68,nan,nan
2008-03-09,2008,3,9,69,nan,nan
2008-03-10,2008,3,10,70,nan,nan
2008-03-11,2008,3,11,71,nan,nan
2008-03-12,2008,3,12,72,nan,nan
2008-03-13,2008,3,13,73,nan,nan
2008-03-14,2008,3,14,74,nan,nan
2008-03-15,2008,3,15,75,nan,nan
2008-03-16,2008,3,16,76,nan,nan
2008-03-17,2008,3,17,77,nan,nan
2008-03-18,2008,3,18,78,nan,nan
2008-03-19,2008,3,19,79,nan,nan
2008-03-20,2008,3,20,80,nan,nan
2008-03-21,2008,3,21,81,nan,nan
2008-03-22,2008,3,22,82,nan,nan
2008-03-23,2008,3,23,83,nan,nan
2008-03-24,2008,3,24,84,nan,nan
2008-03-25,2008,3,25,85,nan,nan
2008-03-26,2008,3,26,86,nan,nan
2008-03-27,2008,3,27,87,nan,nan
2008-03-28,2008,3,28,88,nan,nan
2008-03-29,2008,3,29,89,nan,nan
2008-03-30,2008,3,30,90,nan,nan
2008-03-31,2008,3,31,91,nan,nan
2008-04-01,2008,4,1,92,nan,nan
2008-04-02,2008,4,2,93,nan,nan
2008-04-03,2008,4,3,94,nan,nan
2008-04-04,2008,4,4,95,nan,nan
2008-04-05,2008,4,5,96,nan,nan
2008-04-06,2008,4,6,97,nan,nan
2008-04-07,2008,4,7,98,nan,nan
2008-04-08,2008,4,8,99,nan,nan
2008-04-09,2008,4,9,100,nan,nan
2008-04-10,2008,4,10,101,nan,nan
2008-04-11,2008,4,11,102,nan,nan
2008-04-12,2008,4,12,103,nan,nan
2008-04-13,2008,4,13,104,nan,nan
2008-04-14,2008,4,14,105,nan,nan
2008-04-15,2008,4,15,106,nan,nan
2008-04-16,2008,4,16,107,nan,nan
2008-04-17,2008,4,17,108,nan,nan
